id	review	rating	fresh	critic	top_critic	publisher	date
674	"Out of the muck and mire of human depravity that is ""Killer Joe,"" something magnificent comes: a killer performance by Matthew McConaughey."	3/5	fresh	Betsy Sharkey	1	Los Angeles Times	August 2, 2012
674	It is a tale of white trash immorality on a grand scale, of people who are ridiculous and yet dangerous, laughable but cunning, and really stupid ... yet sneaky.	3/4	fresh	Mick LaSalle	1	San Francisco Chronicle	August 2, 2012
674	The bone-crunchingly violent film has luridly entertaining moments. But by its resolution, this sleazy Southern Gothic nightmare has simply gone off the rails.	2/4	rotten	Claudia Puig	1	USA Today	August 2, 2012
674	The film harks back to the low-budget chamber pieces of Friedkin's early career, and he creates a perfect storm of montage and character interplay within a confined space, which culminates in a disturbing loss of humanity.		fresh	Drew Hunt	1	Chicago Reader	August 2, 2012
674	With what is arguably Matthew McConaughey's best performance to date, Killer Joe is easily one of the most memorable films of the year. You won't soon forget it. Even if you want to. 	4.0/5	fresh	Brian Tallerico	0	HollywoodChicago.com	August 2, 2012
674	More interested in the sins of the guilty than their effect on the innocent.	2/4	rotten	Matt Pais	0	RedEye	August 2, 2012
674	"Killer Joe"" is one hell of a movie. It left me speechless. I can't say I loved it. I can't say I hated it."	3/4	fresh	Roger Ebert	1	Chicago Sun-Times	August 2, 2012
674	...wears its sleaze like a ratty stole dug out from a bin at the 'thrifty.'	3/4	fresh	Josh Larsen	0	LarsenOnFilm	August 1, 2012
674	There is truly never a dull moment but that's not the same thing as good ones.	5	rotten	Kirk Honeycutt	0	honeycuttshollywood.com	August 1, 2012
674	This is a case of good actors given earthy characters but...they are really caricatures and not much more.	C+	rotten	Robin Clifford	0	Reeling Reviews	August 1, 2012
674	Friedkin make no attempt to soften the characters' monstrousness, and thank hell for that. This is rave and rage and purge acting.		fresh	David Edelstein	1	New York Magazine/Vulture	July 30, 2012
674	Killer Joe, packed with miserable stereotypes doing miserable things with no sense of a higher purpose, plays like a dramatized version of The Jerry Springer Show. 	2.5/4	rotten	Robert Levin	0	amNewYork	July 28, 2012
674	...a career best performance from Matthew McConaughey as a cooly creepy sadist with a gentleman's veneer, yet this dark comedy seems all rather pointless, a hundred minute build up to a single punch line. The Coen brothers did this better years ago...	B-	fresh	Laura Clifford	0	Reeling Reviews	July 28, 2012
674	Like a deep-fried Twinkie at the State Fair of Texas, ''Killer Joe'' is gooey, flavorful and bad for you. Dig in.	3/4	fresh	Christy Lemire	1	Associated Press	July 27, 2012
674	The film is loaded with seedy and dysfunctional characters of questionable morals and intelligence, which makes things entertaining in a train-wreck sort of way, but it leaves nobody to root for.		rotten	Todd Jorgenson	0	Cinemalogue	July 27, 2012
674	An ugly, ugly film that leaves you feeling dirty inside, especially if you find yourself being entertained and amused by its characters and what they do to each other. 	4.5/10	rotten	Edward Douglas	0	ComingSoon.net	July 27, 2012
674	The trials and tribulations of a Texas family that nobody would want to spend any time with.	0/5	rotten		0	Spirituality and Practice	July 27, 2012
674	"A sleazy and pointless film about sleazy and pointless people, ""Killer Joe"" reminds us that what Quentin Tarantino does isn't easy."	0.5/4	rotten	Kyle Smith	1	New York Post	July 26, 2012
674	To its own detriment, William Friedkin's splattery, southern gothic return to the screen seeks to amuse as well as shake and stir.	6.5/10	rotten	Michelle Orange	0	Movieline	July 26, 2012
674	"Killer Joe"" is, at bottom-and I mean bottom-ugly and vile, not to mention dumb and clumsy."		rotten	Joe Morgenstern	1	Wall Street Journal	July 26, 2012
674	As a sadistic dallas cop who moonlights as a hit man, Matthew McConaughey is on fire in Killer Joe, fierce and ferociously funny.	3/4	fresh	Peter Travers	1	Rolling Stone	July 26, 2012
674	One of the three best performances of McConaughey's career.	4.5/5	fresh	Richard Roeper	1	Richard Roeper.com	July 26, 2012
674	Lurches from realism to corn-pone absurdism and exploitation-cinema surrealism.	2.5/5	rotten	Manohla Dargis	1	New York Times	July 26, 2012
674	"Killer Joe"" offers us a sneering image of trailer-park Texas, in which everyone is stupid and amoral and trashier than their cluttered front yards."	1/5	rotten	Elizabeth Weitzman	1	New York Daily News	July 26, 2012
674	"Friedkin's still got it - the ""it"" being his ability to infuse every frame of the film with powerful ambiguity and doubt, and also his ability to attract terrific actors and propel them in unexpected directions."		fresh	Andrew O'Hehir	1	Salon.com	July 26, 2012
674	Killer Joe spins a lot of dumb hick behavior into a wellspring of comedy and plot twists, recalling Raising Arizona's colorful vernacular while turning a simple contract job into a complicated web of family betrayals.	B+	fresh	Scott Tobias	1	AV Club	July 26, 2012
674	No one will ever accuse William Friedkin of mellowing with age	8/10	fresh	Jordan Hoffman	0	ScreenCrush	July 25, 2012
674	"Throws down a dare by expecting its audience to be the cool connoisseurs of the story's ""comic"" outrageousness, then rubbing viewers' faces in close-up scenes of brutality that reasonable people ought not to be able to watch."	C	rotten	Lisa Schwarzbaum	1	Entertainment Weekly	July 25, 2012
674	Friedkin unleashes a strong cast on this darkly funny and violent tale of weak-minded people who think they're smarter than they are.		fresh	Marshall Fine	0	Hollywood &amp; Fine	July 25, 2012
674	A paean to pulp fiction, this gruesome but thoroughly entertaining Geek tragedy features a son plotting to kill his mother and prostitute his sister, with his father a willing accomplice.		fresh	Rex Roberts	0	Film Journal International	July 25, 2012
674	It sends you home reeling, but wondering what the point of it was, and why so many worthwhile people bothered to do it in the first place.	2/4	rotten	Rex Reed	1	Observer	July 24, 2012
674	Friedkin, a son of Chicago's working-class South Side who has swerved back and forth over the thin blue line of order and chaos throughout his career, is a fine fit to the material.		fresh	Nick Pinkerton	1	Village Voice	July 24, 2012
674	Gazing into the abyss has rarely felt so good.	5/5	fresh	Keith Uhlich	1	Time Out	July 24, 2012
674	Friedkin has crafted another enjoyable slice of frenzied pulp minimalism.		fresh	Eric Kohn	1	indieWire	July 24, 2012
674	Loud...lurid...and the best film of the summer	4/4	fresh	Roger Moore	0	Tribune News Service	July 24, 2012
674	It thrills in seeing dumb people getting their due in hyper-stylized displays of violence, and yet it never feels contemptuous of them.	3/4	fresh	Ed Gonzalez	0	Slant Magazine	July 22, 2012
674	Even when McConnaughey is not onscreen, it is a cracking piece of character-driven entertainment; when he is, it something greater again.		fresh	Simon Foster	0	Screen-Space	July 21, 2012
674	A little more time and a little more money might have turned Killer Joe into something truly great, or it might have ruined it, overwhelming the delicate chemistry with surface glitter. We'll never know.	8/10	fresh	Joshua Starnes	0	ComingSoon.net	July 19, 2012
674	It's a bold, weirdly charming and violent look at the modern family unit that makes for one of the most thought-provoking cinematic endeavors of this year 	4/5	fresh	Heather Wixson	0	Dread Central	July 7, 2012
674	To pick out any one transgression in Killer Joe is to minimise its overall achievement in crafting one of the least affable movies in recent memory.		fresh	Charlie Lyne	0	Ultra Culture	July 6, 2012
674	It's the audience's compact with the author that makes Killer Joe, for all its wry depravity, one of Friedkin's safest efforts.		fresh	Ed Whitfield	0	The Ooh Tray	July 5, 2012
674	A twisted, well acted and quite compelling comedy of errors, until a brutal, over-extended finale leaves a very sour taste.	3/5	fresh	Henry Fitzherbert	0	Daily Express (UK)	July 4, 2012
674	It revels in evil and lacks any sprightliness that might have redeemed its twisted characters, all of whom are loathsome and stupid.		rotten	Jason Solomons	0	Observer (UK)	July 1, 2012
674	A gruesome, greasy bucket-load of uninhibited tastelessness. And I mean that in the nicest possible way.	4/5	fresh	Tom Clift	0	Moviedex	June 30, 2012
674	Matthew McConaughey steals the show with a ferocious, transformative performance worthy of awards attention, and Friedkin restores his stature as an architect of taut, muscular cinema.	4.5/5	fresh	Shaun Munro	0	What Culture	June 29, 2012
674	If you've always longed to see a version of Double Indemnity played out by in-bred, under-educated psychopaths, then your time has finally come.	4/5	fresh	Donald Clarke	0	Irish Times	June 29, 2012
674	Friedkin remains an expert technician to this day, but it's difficult to understand his enthusiasm for this seemingly juvenile exercise in trailer-trash excess.	2/5	rotten	Trevor Johnston	0	Radio Times	June 29, 2012
674	"We get an effective combination of raw, in-your-face direction - Friedkin has a ""two takes only"" rule - and a finely honed script."	4/5	fresh	David Sexton	0	London Evening Standard	June 29, 2012
674	It's a joy to see rom-com star McConaughey slip into the role of an amoral sociopath with such ease.	4/5	fresh	Alex Zane	0	The Sun (UK)	June 29, 2012
674	The different characters' motivations are sucked into a vacuum which is only punctuated by moments of extreme and quite abhorrent violence.	1/5	rotten	Graham Young	0	Birmingham Mail 	June 29, 2012
674	this bucket of southern gothic is a Coen-esque caper of small-town double-crosses that starts off trailer-trash tawdry, before steadily gearing down into truly unhinged realms - even for the Texas hinterlands.		fresh	Anton Bitel	0	MovieScope	June 29, 2012
674	Becomes unintentionally funny by the grotesque closing stretch.	2/5	rotten	Allan Hunter	0	Daily Express (UK)	June 29, 2012
674	Lurid and nasty, William Friedkin's pulp noir thriller Killer Joe is compelling and repellent in equal doses. It isn't easy to watch, but it's hard to look away.		fresh	Jason Best	0	Movie Talk	June 29, 2012
674	A deliriously sleazy black comedy thriller that is resolutely adult in tone and content but overflows with wonderful performances, fast-paced thrills and memorable dialogue.	4/5	fresh	Mark Adams	0	Daily Mirror (UK)	June 28, 2012
674	A kind of scuzzball Double Indemnity.	3/5	fresh	Nigel Andrews	0	Financial Times	June 28, 2012
674	This, my friends, is the kind of movie they don't make anymore.		fresh	Greg Klymkiw	0	Electric Sheep	June 28, 2012
674	A gruesome, brutally violent and queasy trailer-park nightmare from deep in the heart of Texas.	3/5	fresh	Peter Bradshaw	0	Guardian	June 28, 2012
674	Lovely to see Friedkin on such mischievous form and McConaughey finally revealing his dark side.	3/5	fresh	David Jenkins	0	Little White Lies	June 28, 2012
674	Killer Joe is emphatically not to everyone's taste, but it is among the purest cinematic experiences you'll have this year. It will also ensure that you never, ever look at fried chicken in quite the same way again.	4/5	fresh	Emma Dibdin	0	Digital Spy	June 27, 2012
674	The powerful vein of black humour that runs through it never renders the violence gratuitous while the characters are a rich mix of venality, lust, revenge and low IQ.		fresh	Tim Evans	0	Sky Cinema	June 27, 2012
674	A seemingly hopeless spiral of existence ... there is some depraved glee that this filmmaker takes in toying with his hapless cast, and his latest film is no exception nor for the faint-hearted.	3/5	fresh	Lisa Giles-Keddie	0	Real.com	June 27, 2012
674	Thanks to McConaughey's oily power and Friedkin's unflinching purpose it's a compelling beast.	3/5	fresh	Ian Nathan	0	Empire Magazine	June 27, 2012
674	Like Friedkin's last film, Bug, this is adapted from a play by Tracy Letts, and takes place in a similarly cramped and mouldering dwelling.	3/5	fresh	Robbie Collin	0	Daily Telegraph (UK)	June 26, 2012
674	Friedkin's direction is rough and ready, but Letts's tangy writing is the star here.	3/5	fresh	Guy Lodge	1	Time Out	June 26, 2012
674	This film's unhinged plot constantly catches us off guard with its bizarre twists and turns, all of which are grounded on the hapless characters.	3.5/5	fresh	Rich Cline	0	Shadows on the Wall	June 21, 2012
674	Enjoyably pulpy Southern-fried thriller with a strong script and terrific performances from a superb cast, though it occasionally struggles to escape its stage-bound origins.	4/5	fresh	Matthew Turner	0	ViewLondon	June 21, 2012
674	The dirtiest black comedy you'll see for a long time.	4/5	fresh	Matt Mueller	0	Total Film	June 20, 2012
674	Tennessee Williams meets Nabokov meets The Coen Brothers in this dark, cruel, funny and weirdly amiable hicksploitation chamber-piece.		fresh	Staci Layne	0	Horror.com	June 19, 2012
674	[VIDEO ESSAY] William Friedkin has made the most triumphantly dark, funny, and sexy black comedy you could ever imagine. 	A-	fresh	Cole Smithey	0	ColeSmithey.com	June 13, 2012
674	"To paraphase a critic, ""At a time that so-called major directors are producing anemic works of little interest, 'Killer Joe' is a source of optimism."	A-	fresh	Harvey S. Karten	0	Compuserve	June 13, 2012
674	Twisted, tense and trashy, it's glorious fun.	4/5	fresh	James Mottram	0	The List	June 12, 2012
674	For every moment of grotesque violence there are several beautifully directed, well written and fearlessly acted moments that counter. Killer Joe is a trashy and at times shocking Texan tale to be sure, but one that's worth watching. 	3.5/5	fresh	Matthew Pejkovic	0	Matt's Movie Reviews	June 7, 2012
674	It feels weird to say, 'I liked it,' but I know deep down, in places that feel uncomfortable, I loved it.	9/10	fresh	Jeff Bayer	0	The Scorecard Review	April 1, 2012
674	Friedkin takes what could have been a case study in trailer-trash miserabilism and produces something riveting, compassionate, and truly singular.	B+	fresh	Eugene Novikov	0	Film Blather	March 12, 2012
674	McConaughey's performance as the Mephistophelean title character is one for the ages.	3.5/4	fresh	Bill Chambers	0	Film Freak Central	October 2, 2011
674	Essentially a filmed play, but McConaughey's performance is too good to ignore. 	7/10	fresh	Chris Bumbray	0	JoBlo's Movie Emporium	September 23, 2011
674	McConaughey's fans might be shocked to see him in this role - more likely, they'd skip the opportunity - but they ought to give his performance a shot.		fresh	Richard Corliss	1	TIME Magazine	September 15, 2011
674	Less about storytelling than depravity ...	D+	rotten	Laremy Legel	1	Film.com	September 14, 2011
674	William Freidkin's film is full-frontal in every sense, an unabashed pulp romp stuffed with ugly acts and primal screams.	4/5	fresh	Catherine Shoard	0	Guardian	September 13, 2011
674	Killer Joe pitches to the rafters, amping up a hicksploitation thriller with unnecessary jolts of savage violence and abuse.	B	fresh	Noel Murray	1	AV Club	September 13, 2011
674	Enjoyably cynical, blood-spattered noir-comedy elicits more laughs than thrills.		fresh	Neil Young	1	Hollywood Reporter	September 9, 2011
674	With Killer Joe, a black comedy thriller adapted from a play by Tracy Letts, Friedkin seems to have recaptured some of that youthful energy.	4/5	fresh	Lee Marshall	0	London Evening Standard	September 8, 2011
678	It's so delicious bad it's monumental, a masterpiece of nonsense.		rotten	Isabel Quigly	0	The Spectator	June 18, 2018
680	Limited budget, black and white melodramatic pacing and scripting, awkward direction and inferior acting are what contribute to its shortcomings as pure film.		rotten	Donald J. Levit	0	ReelTalk Movie Reviews	September 30, 2012
680	When Richard Wright went wrong.	2/5	rotten	Phil Hall	0	Film Threat	August 10, 2007
680	A mediocre 'man-on-the-run' crime drama without any twists or likable three-dimensional characters to keep your interest.	1.5/4	rotten	Dustin Putman	0	TheFilmFile.com	January 1, 2000
683	Smart and glossy, but it has too many sluggish moments to maintain its few high points.	B	fresh	Dennis Schwartz	0	Ozus' World Movie Reviews	September 2, 2007
683	Generally effective spy thriller with interesting cast	4/5	fresh	Ken Hanke	0	Mountain Xpress (Asheville, NC)	July 30, 2002
683	Sean Connery gives one of the best performances of his long career.		fresh		0	Spirituality and Practice	January 10, 2002
683		A-	fresh	Owen Gleiberman	1	Entertainment Weekly	September 7, 2011
683		3/5	fresh	Brian Tallerico	0	UGO	March 24, 2007
683		3/5	fresh	Emanuel Levy	0	EmanuelLevy.Com	July 2, 2005
683		2/5	rotten	Thomas Delapa	0	Boulder Weekly	June 9, 2005
683		4/5	fresh	Walter Chaw	0	Film Freak Central	July 3, 2003
683		5/5	fresh	Jeffrey M. Anderson	0	San Francisco Examiner	December 11, 2002
683		4/5	fresh	Christopher Smith	0	Bangor Daily News (Maine)	December 6, 2002
683		3/5	fresh	Philip Martin	0	Arkansas Democrat-Gazette	July 30, 2002
683		5	rotten	Ryan Cracknell	0	Apollo Guide	January 15, 2002
683		2/4	rotten	Roger Ebert	1	Chicago Sun-Times	January 1, 2000
683		0	rotten	Mark R. Leeper	0	rec.arts.movies.reviews	January 1, 2000
683		A-	fresh		1	Entertainment Weekly	December 19, 1990
684	If not for the superb villainy of Frank Langella, who plays the evil Skeletor, Masters of the Universe would be as barren as an asteroid.		rotten	Roger Hurlburt	0	South Florida Sun-Sentinel	July 11, 2014
684	With Masters of the Universe -- the latest numbskull entertainment from the creators of Castle Greyskull -- He-Man makes the transition from animation to live action. Taking a live actor along for the ride might have helped.	1/4	rotten	Desmond Ryan	1	Philadelphia Inquirer	July 11, 2014
684	A misfiring, underdone epic that takes its inspiration not from life or literature, but from a toy line and the cartoon series it inspired.		rotten	Michael Wilmington	1	Los Angeles Times	July 11, 2014
684	It is exceedingly difficult to make convincing live-action versions of cult cartoon strips, and this big-screen version of the momentarily popular TV series is one of the least successful attempts.	2/5	rotten	David Parkinson	0	Radio Times	July 11, 2014
684	If nothing else, we can probably thank Lundgren for ensuring that there will be no more Rambo movies in the near future because he has obviously depleted the world supply of body grease.		rotten	Bob Morris	1	Orlando Sentinel	July 11, 2014
684	It is by no means a masterpiece, but it still possesses some keen schlock value for fans of eighties cinema. 		fresh	Felix Vasquez	0	Cinema Crazed	December 6, 2012
684	The first film to be based on a line of toys, this might not be the last, but it'd take something awful to replace it as the worst.	1/5	rotten		0	Empire Magazine	May 13, 2008
684	There are some decent special effects, but overall it's about what you'd expect from a movie inspired by a line of toys.	2.5/4	rotten		0	TV Guide	May 13, 2008
684	The result is a colossal bore.		rotten	Variety Staff	1	Variety	May 13, 2008
684	There are lots of flashes and bangs, but the effects are neither special nor camp enough to be more than vaguely amusing.		rotten	Mark Salisbury	1	Time Out	June 24, 2006
684	Goddard does a good job of bringing the characters to life....a treat for the fans	3/5	fresh	Clint Morris	0	Moviehole	May 12, 2005
684	Their weapons make a Fourth of July sparkler show, but they almost never hit anybody.		rotten	Walter Goodman	1	New York Times	May 21, 2003
684	stinks	3/5	fresh	Stefan Birgir	0	sbs.is	August 1, 2002
684	I'm not saying He-Man deserved all that brilliant of a movie ... but this thing's a freaking disaster.	1/5	rotten	Scott Weinberg	0	eFilmCritic.com	July 25, 2002
684	Little kids at play have come up with craftier plots, better characterization and conceivably more spectacular effects -- provided their mothers let them play with matches.		rotten	Rita Kempley	1	Washington Post	January 1, 2000
684		2/5	rotten	Emanuel Levy	0	EmanuelLevy.Com	August 10, 2005
684		1/5	rotten		0	3BlackChicks Review	July 7, 2005
684		1/5	rotten	Daniel M. Kimmel	0	Worcester Telegram &amp; Gazette	May 10, 2004
684		1/5	rotten	Greg Maki	0	Star-Democrat (Easton, MD)	January 8, 2004
684		2/5	rotten	Ryan Cracknell	0	Apollo Guide	September 1, 2003
684		1/5	rotten	Philip Martin	0	Arkansas Democrat-Gazette	July 30, 2002
685	It's tonally uncomfortable, which was probably Hoffman's intent, and though it's not a home run, there's great acting on display-another common theme in films adapted from plays.		fresh	Tara Thorne	0	The Coast (Halifax, Nova Scotia)	November 16, 2018
685	Can't shake off its stagey roots and lacks any emotional punch.		rotten	Deborah Ross	0	The Spectator	August 31, 2018
685	Jack Goes Boating is an impressive display of Hoffman's work. As an actor, and director, Hoffman always recognized the power of restraint to create a memorable impression - albeit, in this case, not one that leaves behind an indelible trace.		fresh	Uri Klein	0	Haaretz	January 11, 2018
685	An exceptional directorial debut by Philip Seymour Hoffman, JACK GOES BOATING is a touching story about how of love is awkward, funny, and important.		fresh	Chase Whale	0	ChaseWhale.com	May 1, 2015
685	These characters are all writerly quirks, never once behaving remotely like recognizable human beings.		rotten	Sean Burns	0	Philadelphia Weekly	April 28, 2015
685	Refreshingly optimistic without idealization, Jack Goes Boating gives us a fantastic cast and manages to be charming and witty without sacrificing integrity.	9/10	fresh	Blake Griffin	0	We Got This Covered	November 11, 2013
685	A low-energy/moments of heat romance that rewards the patient filmgoer and bores the impatient one. 	3/4	fresh	Roger Moore	0	Movie Nation	January 27, 2013
685	We do see New York from some interestingly different angles and Jack goes on a voyage which might inspire others like him.	3/5	fresh	Graham Young	0	Birmingham Mail 	January 20, 2012
685	Hoffman has an intimate feel for the drama, yet he strives to open it out for the big screen with too many lyrical montages, and this occasionally blunts the more intense exchanges.	3/5	fresh	David Parkinson	0	Radio Times	November 9, 2011
685	"The characters feel a little too condescendingly conceived as ""ordinary people"" to make this meaningful."	2/5	rotten	Alistair Harkness	0	Scotsman	November 6, 2011
685	There's an improvisatory air, overlaid with quirky charm but never any bite. Hoffman's performance needs tougher, more focused direction.	2/5	rotten	Derek Malcolm	0	London Evening Standard	November 4, 2011
685	A plaintive, sensitively-handled tale reminiscent of vintage Hollywood dramas such as Marty that knew how to tell such stories without seeming quite so self-conscious.	3/5	fresh		0	Daily Express (UK)	November 4, 2011
685	Hoffman's directing debut delivers a film so weak I could barely remember what it was about as I left the cinema.	2/5	rotten	David Edwards	0	Daily Mirror (UK)	November 3, 2011
685	In places it has the airless feel of an over-workshopped piece, but is rescued by excellent performances: in particular Amy Ryan as Connie, Jack's shy would-be girlfriend.	3/5	fresh	Cath Clarke	0	Guardian	November 3, 2011
685	With fine and affecting performances all round, this is an enjoyably old-fashioned ensemble piece and a solid start to a career behind the camera.	3/5	fresh	Raphael Abraham	0	Financial Times	November 3, 2011
685	Take Jack's lead and give this one a miss.	2/5	rotten	Adam Woodward	0	Little White Lies	November 3, 2011
685	Despite strong performances, this is ultimately a disappointing drama thanks to its emotionally closed-off characters, and a plodding script that can't quite escape its stagebound origins and never quite sparks to life.	2/5	rotten	Matthew Turner	0	ViewLondon	November 2, 2011
685	Philip Seymour Hoffman puts his oar in with a tender, thoughtful adaption of Robert Glaudini's stage play. A little too measured to deliver an emotional punch, it's nevertheless beautifully acted and at times rather lovely.	3/5	fresh	Angie Errigo	0	Empire Magazine	October 31, 2011
685	It's all a tad schematic, and the direction is workmanlike but cautious.	3/5	fresh	Philip Kemp	0	Total Film	June 20, 2011
685	"It's a clever look at how we struggle to do our best in life and relationships. Although sometimes the drama feels rather too wilfully ""normal""."	3/5	fresh	Rich Cline	0	Shadows on the Wall	June 16, 2011
685	Hoffman, the unofficial king of indie films, gets a bit too precious with his directorial debut.	2.5/4	rotten	Christian Toto	0		February 3, 2011
685	a sweet and sometimes painfully honest portrait of the interrelationships among four largely internal characters	3.5/4	fresh	James Kendrick	0	Q Network Film Desk	January 26, 2011
685	An indescribable little film of behaviors and performance, and while that effort is commendable, the picture can't help but come off insincere, waiting patiently for some sign of cinematic life that isn't completely affected.	C	rotten	Brian Orndorf	0	BrianOrndorf.com	January 18, 2011
685	A genial, shambling little film with characters it's possible to care about even when you don't necessarily like them.	4/5	fresh	Ken Hanke	0	Mountain Xpress (Asheville, NC)	November 4, 2010
685	A well-made, tender movie.		fresh	Richard Knight	0	Knight at the Movies	November 3, 2010
685	"Boating"" is an offbeat and rather moving romantic comedy, an ensemble piece in which Hoffman's generosity towards his co-stars is palpable."	3/4	fresh	Rob Thomas	0	Capital Times (Madison, WI)	October 29, 2010
685	A fine cast salvages an indie-drama boilerplate	B+	fresh	Corey Hall	0	Metro Times (Detroit, MI)	October 22, 2010
685	Jack Goes Boating. You should go boating, too. 	4.5/5	fresh	Gary Wolcott	0	Tri-City Herald	October 9, 2010
685	[Hoffman] sticks too close to the story?s stage roots, resulting in claustrophobic scenes and some trite plot complications that are uncovered in dialogue rather than action.	2/4	rotten	Sean P. Means	0	Salt Lake Tribune	October 8, 2010
685	There's no arguing with the performances.	3/4	fresh	Robert W. Butler	0	Kansas City Star	October 8, 2010
685	No present-day actor celebrates the working class like Hoffman, and he captures the ordinary joys and heartache of Jack, Connie, Clyde and Lucy with feeling and respect.	3/4	fresh	Steve Ramos	0	Milwaukee Journal Sentinel	October 7, 2010
685	...a periodically passable yet oppressively uneven piece of work.	1.5/4	rotten	David Nusair	0	Reel Film Reviews	October 7, 2010
685	The magnitude of the acting overshadows the modest reach of the material.	2.5/4	rotten	Joe Williams	1	St. Louis Post-Dispatch	October 7, 2010
685	Jack Goes Boating reminded one woman I spoke to of Rocky; I can see it if I squint.	2/4	rotten	Bill Chambers	0	Film Freak Central	October 5, 2010
685	Nothing new here, just four highly polished performances, a kiss and a tear at the end, and black ink on the bottom line. 	9/10	fresh	Ron Wilkinson	0	Monsters and Critics	October 3, 2010
685	I love Philip Seymour Hoffman, but his directing debut, like so many American Indies, features strong characters cursed by a lack of story, purpose and pacing.	C	rotten	Clint O'Connor	0	Cleveland Plain Dealer	October 3, 2010
685	... a touching portrayal of four ordinary people ... a nuanced, emotional, yet optimistic film.		fresh	Emily S. Mendel	0	culturevulture.net	October 1, 2010
685	Hoffman the director can't compete with Hoffman the film's star. And he can pretty much just stand in wonder at the layers co-star Amy Ryan brings to the party. The woman is a natural wonder.	B-	fresh	Tom Long	1	Detroit News	October 1, 2010
685	The movie's heart and story, both bleeding and mending, and its quartet of characters are hard to abandon -- and easy to care about.	3/4	fresh	Lisa Kennedy	1	Denver Post	October 1, 2010
685	Hoffman's directorial debut a decent fall drama	3/4	fresh	Marty Mapes	0	Movie Habit	October 1, 2010
685	Like Jack himself, the film isn't about to set the world on fire, but it establishes Hoffman as, not surprisingly, an actors' director.		fresh	Kelly Vance	0	East Bay Express	October 1, 2010
685	Jack's a good guy, and you root for him all the way to the end, but, wistfully, that doesn't make him an any more interesting everyday Joe than he is.	2.5/5	rotten	Marc Savlov	0	Austin Chronicle	October 1, 2010
685	All four actors are excellent, but Hoffman makes the biggest impression as Jack, whose careless dreadlocks indicate he may not have washed his hair this millennium.	3/4	fresh	Chris Hewitt	0	St. Paul Pioneer Press	October 1, 2010
685	There's a massive heart within Jack Goes Boating to be dealt with before the eyes cynically roll, and it's confounding. Ultimately, the film is uplifting in a way that I haven't experienced at a movie this year.	5/5	fresh	Justin Strout	0	Orlando Weekly	September 30, 2010
685	The best thing about Philip Seymour Hoffman's directing debut: It stars Philip Seymour Hoffman.	2/4	rotten	Colin Covert	1	Minneapolis Star Tribune	September 30, 2010
685	It belatedly reveals itself to be a meditation on the different kinds of loneliness, presenting isolation as a form of social stage fright.	2.5/4	fresh	Carrie Rickey	1	Philadelphia Inquirer	September 30, 2010
685	A downbeat, claustrophobic study of problem-plagued mid-lifers living in a grungy New York that looks like a minimum security prison.	C	rotten	Gary Thompson	0	Philadelphia Daily News	September 30, 2010
685	Jack Goes Boating is a film of many excellent moments that offer fair compensation for the fact that the whole doesn't really work.	6/10	fresh	Sarah Boslaugh	0		September 30, 2010
685	A Podcast with Amy Ryan, star of Gone Baby Gone and Jack Goes Boating. 		rotten	Adam Lippe	0	Examiner.com	September 28, 2010
685	A sensitive, slice-of-life, subtle drama depicting lonely people yearning to make an emotional connection.	7/10	fresh	Susan Granger	0	www.susangranger.com	September 28, 2010
685	[T]he oddball-ness of Jack and Connie is strained and -- excellent performances by both actors aside -- fails to ring true...		rotten	MaryAnn Johanson	0	Flick Filosopher	September 27, 2010
685	Hoffman's actorly sensibility allows the film's best moments, expressed in gestures and non-verbal signifiers...	3/4	fresh	Peter Canavese	0	Groucho Reviews	September 27, 2010
685	Always a meticulous, quirky, and sometimes revelatory actor, Philip Seymour Hoffman in his directorial debut nurtures his splendid cast into similar performances.	3/4	fresh	Peter Keough	0	Boston Phoenix	September 25, 2010
685	Jack Goes Boating is extremely well-acted and full of moments I adored, it's just the final product itself that sadly left me cold.	2.5/4	rotten	Sara Michelle	0	MovieFreak.com	September 24, 2010
685	The quality of Hoffman's work is admirable, even Oscar worthy, as is the co-starring performance from Amy Ryan.	4/5	fresh	Bruce Kirkland	0	Jam! Movies	September 24, 2010
685	Making his feature directing debut, Hoffman shows considerable generosity toward the other players, which was probably a good idea given his own listless performance as the mumbling title character. 		fresh	J. R. Jones	1	Chicago Reader	September 24, 2010
685	The adults-acting-badly genre is popular in the art-house scene -- Noah Baumbach perhaps being its king -- but despite its wincing moments, Jack has a much sweeter heart than its darker cousins.	3/4	fresh	Alissa Wilkinson	0	Christianity Today	September 24, 2010
685	A subtle, slow-moving drama of moments and repercussions that works due to the talents of its cast and quality of its source material despite a few notable flaws. 	3.5/5	fresh	Brian Tallerico	0	HollywoodChicago.com	September 24, 2010
685	Audiences attuned to these kind of four-person dramas will get pretty much what they expect.	3/5	fresh	Erik Childress	0	eFilmCritic.com	September 24, 2010
685	Hoffman brings all the methodical excellence that has made him such a force as an actor to his first outing as a director with the tender story of awkward, middle-aged love, betrayal and consequences in Jack Goes Boating.	3/4	fresh	Linda Barnard	1	Toronto Star	September 24, 2010
685	It's the sort of obvious chamber melodrama the script, with its eccentric characters, works so hard to avoid.	2.5/4	rotten	Mark Dujsik	0	Mark Reviews Movies	September 23, 2010
